<x>,<y>,<z>,<t>
0.104794,0.061793,0.281639,30.000000
0.104655,0.061829,0.281884,60.000000
0.104609,0.062421,0.282083,93.000000
0.104225,0.062424,0.282269,122.000000
0.103821,0.062491,0.282422,157.000000
0.103314,0.062262,0.282571,187.000000
0.102734,0.062189,0.282716,220.000000
0.102045,0.062177,0.282867,250.000000
0.101172,0.062318,0.283013,283.000000
0.100196,0.061671,0.283199,316.000000
0.098147,0.061475,0.283450,350.000000
0.096036,0.061498,0.283753,395.000000
0.093613,0.061497,0.284090,428.000000
0.091081,0.060857,0.284463,460.000000
0.087096,0.060534,0.284852,493.000000
0.083227,0.059946,0.285190,524.000000
0.079533,0.059478,0.285475,556.000000
0.076475,0.059375,0.285709,587.000000
0.073052,0.059207,0.285892,622.000000
0.069502,0.059083,0.286040,651.000000
0.066689,0.059103,0.286155,684.000000
0.064196,0.058843,0.286246,716.000000
0.062184,0.058894,0.286318,749.000000
0.060673,0.058975,0.286369,796.000000
0.059597,0.058974,0.286405,828.000000
0.058788,0.059028,0.286421,860.000000
0.058425,0.058687,0.286424,894.000000
0.058410,0.058392,0.286416,924.000000
0.058481,0.058000,0.286373,956.000000
0.058787,0.056054,0.286302,988.000000
0.059180,0.054652,0.286197,1022.000000
0.059490,0.052599,0.286068,1052.000000
0.059995,0.049587,0.285926,1083.000000
0.060340,0.046713,0.285731,1116.000000
0.060685,0.043608,0.285513,1151.000000
0.061096,0.040847,0.285262,1197.000000
0.061406,0.037946,0.284969,1230.000000
0.061615,0.034649,0.284618,1260.000000
0.061861,0.031237,0.284138,1292.000000
0.061973,0.028527,0.283601,1325.000000
0.062188,0.024508,0.283020,1356.000000
0.062241,0.020250,0.282474,1388.000000
0.062506,0.016460,0.281893,1420.000000
0.062585,0.012379,0.281293,1452.000000
0.062554,0.008332,0.280613,1487.000000
0.062440,0.005212,0.279818,1518.000000
0.062196,0.000648,0.279042,1564.000000
0.061783,-0.003231,0.278294,1597.000000
0.061206,-0.006772,0.277501,1630.000000
0.061126,-0.010456,0.276721,1662.000000
0.061098,-0.012893,0.275940,1693.000000
0.061015,-0.015527,0.275104,1724.000000
0.060778,-0.017947,0.274304,1756.000000
0.060433,-0.019967,0.273605,1791.000000
0.060230,-0.023935,0.272963,1821.000000
0.060204,-0.025021,0.272354,1852.000000
0.059907,-0.027968,0.271878,1884.000000
0.059640,-0.030890,0.271482,1916.000000
0.059533,-0.033024,0.271087,1963.000000
0.059470,-0.034954,0.270720,1997.000000
