<x>,<y>,<z>,<t>
-0.043985,0.006471,0.219878,0.000000
-0.045008,0.007789,0.219960,30.000000
-0.045006,0.007775,0.220036,62.000000
-0.044994,0.007748,0.220105,94.000000
-0.044985,0.007762,0.220169,126.000000
-0.044824,0.007610,0.220222,174.000000
-0.045111,0.007955,0.220268,208.000000
-0.044875,0.007920,0.220309,240.000000
-0.045098,0.008718,0.220344,270.000000
-0.045135,0.010329,0.220372,302.000000
-0.045077,0.012463,0.220394,334.000000
-0.044329,0.014855,0.220412,366.000000
-0.043766,0.017889,0.220418,398.000000
-0.042835,0.022054,0.220414,430.000000
-0.040579,0.025361,0.220375,462.000000
-0.038104,0.028653,0.220256,494.000000
-0.035118,0.032478,0.219909,526.000000
-0.030639,0.035099,0.219287,574.000000
-0.026158,0.038010,0.218383,606.000000
-0.021647,0.040359,0.217231,637.000000
-0.015394,0.041150,0.216093,670.000000
-0.010129,0.041615,0.215001,703.000000
-0.004684,0.041679,0.214049,736.000000
-0.000385,0.042301,0.213220,767.000000
0.003770,0.043068,0.212388,798.000000
0.008414,0.043224,0.211598,833.000000
0.012284,0.043166,0.210942,861.000000
0.015488,0.042995,0.210408,893.000000
0.018234,0.042301,0.209978,925.000000
0.020868,0.040652,0.209622,976.000000
0.023158,0.037801,0.209345,1006.000000
0.025356,0.033478,0.209144,1040.000000
0.027679,0.028845,0.208992,1070.000000
0.029725,0.022472,0.208878,1104.000000
0.031403,0.016805,0.208789,1135.000000
0.032396,0.011624,0.208718,1166.000000
0.033096,0.005440,0.208661,1198.000000
0.033555,-0.003351,0.208616,1231.000000
0.033627,-0.009143,0.208581,1263.000000
0.033690,-0.015712,0.208555,1294.000000
0.033585,-0.020259,0.208533,1326.000000
0.031778,-0.023903,0.208516,1375.000000
0.029863,-0.029290,0.208502,1407.000000
0.026930,-0.032664,0.208493,1439.000000
0.022156,-0.036991,0.208488,1470.000000
0.017785,-0.039936,0.208487,1505.000000
0.013477,-0.042955,0.208497,1535.000000
0.009988,-0.045940,0.208542,1568.000000
0.006342,-0.046439,0.208620,1598.000000
0.002179,-0.048134,0.208708,1629.000000
-0.002070,-0.050608,0.208802,1663.000000
-0.005297,-0.051950,0.208910,1695.000000
-0.009182,-0.053354,0.209017,1741.000000
-0.013449,-0.053998,0.209147,1776.000000
-0.017559,-0.055388,0.209306,1805.000000
-0.020999,-0.055970,0.209481,1837.000000
-0.024038,-0.056326,0.209734,1870.000000
-0.026216,-0.057115,0.209966,1900.000000
-0.027522,-0.058061,0.210195,1934.000000
-0.028393,-0.058370,0.210402,1964.000000
-0.028505,-0.058405,0.210557,1999.000000
-0.028032,-0.058412,0.210675,2031.000000
-0.026314,-0.058426,0.210766,2062.000000
-0.023317,-0.058150,0.210817,2092.000000
-0.019090,-0.058068,0.210844,2142.000000
-0.014493,-0.057875,0.210853,2172.000000
-0.010019,-0.057640,0.210852,2205.000000
-0.003772,-0.057659,0.210832,2237.000000
0.001760,-0.056808,0.210784,2268.000000
0.007268,-0.056809,0.210738,2301.000000
0.015007,-0.056794,0.210677,2333.000000
0.022245,-0.056550,0.210601,2365.000000
0.028181,-0.056813,0.210534,2397.000000
0.035897,-0.055996,0.210472,2429.000000
0.042743,-0.055269,0.210421,2461.000000
0.050682,-0.055238,0.210378,2493.000000
0.056995,-0.055192,0.210343,2540.000000
0.064665,-0.054950,0.210313,2573.000000
0.070121,-0.055720,0.210290,2605.000000
0.073500,-0.055710,0.210272,2636.000000
0.077669,-0.056346,0.210260,2669.000000
0.080170,-0.056296,0.210250,2701.000000
0.081849,-0.056297,0.210244,2732.000000
0.082820,-0.056286,0.210239,2765.000000
0.083563,-0.055962,0.210236,2797.000000
0.083874,-0.056379,0.210234,2829.000000
