0.000000000000000000e+00,1.836670866141731917e-02,1.585291338582677043e-03,2.477721889763779273e-01
0.000000000000000000e+00,2.034125000000000169e-02,-6.033500000000001535e-03,2.637888359375000213e-01
0.000000000000000000e+00,3.903101162790697382e-02,-2.872122093023253553e-03,2.746644767441860369e-01
0.000000000000000000e+00,2.918225510204081052e-02,1.972759183673469807e-02,2.890252857142857068e-01
0.000000000000000000e+00,2.127532478632478824e-02,8.268170940170941133e-03,2.928381709401708943e-01
0.000000000000000000e+00,5.615563636363636764e-03,1.099827272727272806e-02,3.013589454545454460e-01
0.000000000000000000e+00,7.539174311926603519e-03,-6.313394495412832886e-04,3.014462935779815833e-01
0.000000000000000000e+00,5.400627118644067519e-03,1.997653389830508081e-02,3.216134576271186263e-01
0.000000000000000000e+00,2.045654205607478140e-03,2.196991588785046634e-02,3.327738785046729375e-01
0.000000000000000000e+00,-3.667432203389831436e-03,2.044050000000000381e-02,3.334155338983050831e-01
0.000000000000000000e+00,-5.284803030303029427e-03,1.248742424242424258e-02,3.255194090909090954e-01
0.000000000000000000e+00,5.129215686274511731e-04,1.432658823529411700e-02,3.094716274509803910e-01
0.000000000000000000e+00,-5.727586956521739207e-03,2.616071739130435003e-02,2.982629782608695601e-01
0.000000000000000000e+00,-7.800234042553193248e-03,2.279246808510638697e-02,3.065888085106382999e-01
0.000000000000000000e+00,-2.569208333333333500e-03,3.195200000000000123e-02,2.979351666666666953e-01
0.000000000000000000e+00,-1.301748888888889025e-02,2.792420000000000319e-02,2.956893555555556441e-01
0.000000000000000000e+00,-6.616045454545454313e-03,9.068825000000001191e-02,2.841673181818182292e-01
0.000000000000000000e+00,1.799000000000000252e-03,-1.589906976744185838e-02,2.955438837209302672e-01
0.000000000000000000e+00,-8.804500000000007199e-04,2.567299999999999791e-03,2.929879499999999970e-01
0.000000000000000000e+00,2.849933333333333832e-03,1.550518333333333366e-02,2.939644666666667017e-01
0.000000000000000000e+00,1.576426035502958558e-03,4.921698224852070515e-03,2.922223254437870121e-01
0.000000000000000000e+00,2.056607692307691436e-03,-2.585392307692307122e-03,2.750773692307692531e-01
