<x>,<y>,<z>,<t>
0.041502,0.039265,0.286302,25.000000
0.041295,0.039281,0.286120,56.000000
0.041186,0.039234,0.285969,89.000000
0.041115,0.039066,0.285840,120.000000
0.040939,0.038556,0.285724,169.000000
0.040710,0.037125,0.285626,201.000000
0.040589,0.033150,0.285535,232.000000
0.040564,0.029087,0.285448,264.000000
0.040696,0.022493,0.285351,297.000000
0.040853,0.012614,0.285237,329.000000
0.041197,0.000890,0.285005,360.000000
0.042071,-0.010837,0.284609,393.000000
0.042803,-0.022222,0.283995,424.000000
0.043636,-0.031593,0.283115,457.000000
0.044699,-0.036888,0.282011,489.000000
0.046602,-0.040879,0.280739,537.000000
0.049821,-0.043142,0.279321,569.000000
0.055067,-0.043891,0.277816,603.000000
0.061973,-0.044040,0.276468,632.000000
0.071253,-0.044622,0.275429,666.000000
0.081252,-0.044444,0.274684,698.000000
0.091388,-0.043971,0.274144,730.000000
0.098583,-0.043013,0.273692,761.000000
0.103510,-0.041988,0.273365,794.000000
0.107440,-0.039850,0.273118,826.000000
0.109685,-0.036403,0.272923,857.000000
0.111129,-0.029792,0.272773,889.000000
0.112105,-0.025039,0.272661,937.000000
0.112300,-0.021018,0.272583,969.000000
0.112087,-0.015721,0.272573,1000.000000
0.111752,-0.008263,0.272588,1034.000000
0.110740,0.000480,0.272654,1064.000000
0.108883,0.007313,0.272895,1097.000000
0.106519,0.014073,0.273876,1129.000000
0.104425,0.021847,0.275241,1165.000000
0.102229,0.027748,0.276597,1193.000000
0.100077,0.031413,0.279263,1224.000000
0.096283,0.035179,0.282239,1256.000000
0.091971,0.036574,0.284286,1288.000000
0.086382,0.037624,0.285692,1337.000000
0.078964,0.037336,0.286610,1369.000000
0.070736,0.037416,0.287182,1401.000000
0.062625,0.038115,0.287549,1432.000000
0.056175,0.038588,0.287801,1464.000000
0.051478,0.038751,0.287981,1496.000000
0.046929,0.038835,0.288114,1531.000000
0.044130,0.038888,0.288213,1560.000000
0.042406,0.038610,0.288269,1592.000000
0.041456,0.038601,0.288292,1628.000000
0.040831,0.038129,0.288292,1657.000000
0.040408,0.037946,0.288266,1688.000000
0.040188,0.037754,0.288193,1737.000000
0.040050,0.037684,0.288076,1769.000000
0.040001,0.037307,0.287932,1803.000000
0.039828,0.036947,0.287788,1834.000000
0.039220,0.036629,0.287682,1865.000000
0.038613,0.036668,0.287857,1897.000000
0.037690,0.036208,0.292018,1928.000000
0.036094,0.035709,0.305093,1960.000000
0.034459,0.035698,0.317274,1994.000000
0.032909,0.035225,0.328846,2027.000000
0.031856,0.033484,0.333941,2056.000000
0.030920,0.033438,0.338821,2087.000000
0.030181,0.032292,0.342297,2138.000000
0.029605,0.031497,0.344413,2167.000000
0.029097,0.030013,0.345861,2200.000000
0.028586,0.027676,0.346718,2231.000000
0.027832,0.020419,0.347244,2266.000000
0.027450,0.014237,0.347579,2296.000000
0.026771,0.002006,0.347800,2331.000000
0.026545,-0.011251,0.347898,2360.000000
0.026457,-0.024476,0.347895,2392.000000
0.026635,-0.037569,0.347599,2423.000000
0.027287,-0.043486,0.346823,2456.000000
0.028641,-0.049676,0.345628,2503.000000
0.031257,-0.053223,0.344118,2535.000000
0.036073,-0.054846,0.342679,2568.000000
0.041989,-0.056604,0.341515,2600.000000
0.050422,-0.057369,0.340666,2632.000000
0.060512,-0.057615,0.340043,2664.000000
0.072024,-0.057843,0.339627,2697.000000
0.082229,-0.059980,0.339349,2729.000000
0.091882,-0.061986,0.339154,2760.000000
0.098379,-0.063140,0.339014,2792.000000
0.103414,-0.063352,0.338923,2824.000000
0.107606,-0.062145,0.338877,2856.000000
0.109362,-0.058858,0.338862,2904.000000
0.109991,-0.053678,0.338913,2936.000000
0.110296,-0.047425,0.339034,2969.000000
0.110296,-0.039572,0.339435,3000.000000
0.110168,-0.030294,0.340066,3033.000000
0.109632,-0.018585,0.340921,3063.000000
0.108629,-0.010968,0.342295,3096.000000
0.107334,0.000780,0.343894,3128.000000
0.105722,0.007597,0.345401,3159.000000
0.102765,0.013353,0.346997,3191.000000
0.098043,0.016294,0.348982,3223.000000
0.092942,0.019604,0.350712,3256.000000
0.084138,0.019669,0.351996,3304.000000
0.073391,0.021534,0.352794,3336.000000
0.060593,0.021723,0.353336,3368.000000
0.046870,0.022060,0.353734,3400.000000
0.033254,0.022058,0.354003,3432.000000
0.022369,0.022396,0.354202,3463.000000
0.012438,0.021941,0.354350,3496.000000
0.007360,0.021837,0.354466,3528.000000
0.003676,0.021846,0.354555,3559.000000
0.002000,0.021777,0.354625,3592.000000
0.001103,0.021902,0.354682,3622.000000
0.000657,0.021866,0.354724,3655.000000
0.000418,0.021920,0.354754,3703.000000
0.000412,0.022048,0.354769,3736.000000
0.000425,0.022090,0.354775,3768.000000
0.000546,0.022395,0.354776,3798.000000
0.000658,0.022418,0.354775,3832.000000
0.000825,0.022422,0.354774,3863.000000
0.001142,0.022811,0.354770,3895.000000
0.001313,0.022959,0.354765,3928.000000
