<x>,<y>,<z>,<t>
-0.030211,0.106178,0.371339,15.000000
-0.030934,0.105481,0.366741,48.000000
-0.031592,0.103502,0.363016,80.000000
-0.032089,0.102826,0.360144,110.000000
-0.032744,0.100413,0.358038,142.000000
-0.033890,0.098616,0.356418,173.000000
-0.036702,0.097379,0.355406,206.000000
-0.040257,0.095063,0.354839,238.000000
-0.045539,0.090461,0.354483,270.000000
-0.050741,0.083278,0.354257,301.000000
-0.056012,0.073144,0.354110,350.000000
-0.061422,0.064544,0.354002,383.000000
-0.066574,0.056290,0.353916,414.000000
-0.069781,0.046304,0.353777,448.000000
-0.071512,0.034509,0.353321,480.000000
-0.071617,0.025667,0.352043,512.000000
-0.069270,0.017991,0.349758,543.000000
-0.062203,0.013513,0.344931,575.000000
-0.050891,0.010368,0.339355,608.000000
-0.038127,0.008615,0.334733,639.000000
-0.025763,0.008148,0.330175,673.000000
-0.012594,0.009049,0.326906,703.000000
-0.000194,0.011116,0.324842,751.000000
0.010791,0.016756,0.323566,782.000000
0.021606,0.020812,0.322888,814.000000
0.028909,0.027703,0.322570,846.000000
0.034494,0.034741,0.322698,879.000000
0.037437,0.043614,0.323609,910.000000
0.037954,0.052752,0.325742,942.000000
0.037422,0.063146,0.330795,973.000000
0.033255,0.069258,0.337546,1006.000000
0.026397,0.076707,0.344054,1038.000000
0.017594,0.083584,0.351697,1070.000000
0.008931,0.087672,0.357556,1102.000000
0.000677,0.091591,0.363713,1150.000000
-0.007257,0.094962,0.367900,1182.000000
-0.014787,0.095780,0.371661,1214.000000
-0.021584,0.099915,0.375270,1246.000000
-0.026148,0.099645,0.377949,1277.000000
-0.029444,0.099259,0.380116,1310.000000
-0.031593,0.098695,0.381867,1340.000000
-0.032272,0.095271,0.383118,1372.000000
-0.032298,0.094913,0.384081,1405.000000
-0.031519,0.094819,0.384952,1437.000000
-0.029526,0.094620,0.385989,1470.000000
-0.026496,0.093699,0.387553,1502.000000
-0.024517,0.091476,0.390290,1549.000000
-0.021508,0.090437,0.395789,1581.000000
-0.018153,0.085777,0.406383,1613.000000
-0.015709,0.084180,0.419471,1645.000000
-0.011564,0.080932,0.437722,1677.000000
-0.006091,0.071517,0.448851,1708.000000
-0.000415,0.062079,0.464816,1741.000000
0.004362,0.058416,0.479525,1772.000000
0.009842,0.056218,0.499187,1804.000000
0.014655,0.049795,0.508886,1836.000000
0.018659,0.045606,0.519039,1868.000000
0.020969,0.044329,0.529348,1916.000000
0.023867,0.038346,0.534382,1948.000000
0.025832,0.035166,0.538480,1981.000000
0.026148,0.034387,0.542685,2011.000000
0.026004,0.034391,0.546055,2044.000000
0.022483,0.040989,0.552590,2076.000000
0.019839,0.039321,0.554529,2107.000000
0.012900,0.039080,0.555426,2139.000000
0.004647,0.037985,0.555456,2172.000000
-0.005086,0.037386,0.552041,2205.000000
-0.015241,0.034591,0.539466,2236.000000
-0.022377,0.032400,0.529771,2268.000000
-0.029353,0.025698,0.513466,2316.000000
-0.033834,0.020627,0.501806,2350.000000
-0.036441,0.011905,0.486013,2382.000000
-0.037675,0.004607,0.473513,2414.000000
-0.036285,-0.006362,0.460704,2446.000000
-0.028386,-0.015631,0.445557,2477.000000
-0.017638,-0.023802,0.437231,2509.000000
-0.004738,-0.027199,0.430696,2542.000000
0.008342,-0.029661,0.425512,2573.000000
0.021347,-0.030771,0.422028,2606.000000
0.033318,-0.029938,0.420409,2637.000000
0.043072,-0.027166,0.419591,2669.000000
0.050974,-0.020684,0.419268,2718.000000
0.055409,-0.011552,0.419453,2750.000000
0.058009,-0.004523,0.421750,2781.000000
0.058178,0.003047,0.426541,2813.000000
0.056871,0.009220,0.434233,2845.000000
0.051358,0.016123,0.441447,2877.000000
0.042554,0.019889,0.446894,2910.000000
0.033111,0.026261,0.452268,2940.000000
0.024696,0.027567,0.456309,2972.000000
0.015938,0.033233,0.460332,3004.000000
0.009809,0.033652,0.463218,3036.000000
0.005177,0.034302,0.465476,3069.000000
0.002460,0.033738,0.467022,3117.000000
0.000599,0.033672,0.468232,3149.000000
