<x>,<y>,<z>,<t>
-0.034574,0.025851,0.349291,7.000000
-0.033990,0.026315,0.349118,39.000000
-0.033586,0.026465,0.348934,72.000000
-0.033106,0.026653,0.348739,102.000000
-0.033062,0.026829,0.348571,136.000000
-0.033452,0.026836,0.348432,183.000000
-0.034827,0.027152,0.348322,215.000000
-0.036961,0.027208,0.348241,246.000000
-0.040329,0.025693,0.348199,280.000000
-0.043175,0.023958,0.348244,310.000000
-0.045571,0.022528,0.348473,342.000000
-0.048012,0.019989,0.349137,374.000000
-0.049981,0.015519,0.350515,406.000000
-0.050766,0.011613,0.352135,438.000000
-0.051054,0.006708,0.354049,470.000000
-0.050576,0.003377,0.355571,503.000000
-0.047942,-0.002790,0.356732,535.000000
-0.041305,-0.005991,0.357981,583.000000
-0.033022,-0.006315,0.358702,615.000000
-0.023591,-0.006933,0.359155,646.000000
-0.014690,-0.006839,0.359450,680.000000
-0.006440,-0.005996,0.359617,711.000000
-0.000807,-0.000573,0.359642,744.000000
0.002830,0.007832,0.359585,775.000000
0.004646,0.015646,0.359400,806.000000
0.004984,0.026310,0.359175,838.000000
0.003805,0.033256,0.358986,871.000000
-0.000244,0.036502,0.358837,902.000000
-0.006744,0.039347,0.358733,934.000000
-0.013666,0.041985,0.358680,985.000000
-0.021236,0.045205,0.358681,1014.000000
-0.026357,0.044898,0.358733,1046.000000
-0.030031,0.045240,0.358965,1078.000000
-0.032304,0.045413,0.359227,1111.000000
-0.033914,0.045313,0.359491,1142.000000
-0.034609,0.045266,0.359724,1177.000000
-0.034614,0.045564,0.359899,1206.000000
-0.034611,0.045376,0.360031,1238.000000
-0.034240,0.045538,0.360131,1271.000000
-0.033975,0.045548,0.360208,1302.000000
-0.033730,0.045556,0.360261,1352.000000
-0.033375,0.045714,0.360293,1382.000000
-0.033245,0.045882,0.360313,1415.000000
-0.033161,0.046675,0.360320,1446.000000
-0.032790,0.046535,0.360314,1478.000000
-0.031651,0.045176,0.360301,1512.000000
-0.029815,0.040249,0.360297,1543.000000
-0.026005,0.037172,0.360406,1574.000000
-0.020018,0.033164,0.362179,1608.000000
-0.012179,0.030901,0.366622,1638.000000
-0.003753,0.029112,0.373977,1671.000000
0.008458,0.027406,0.381327,1702.000000
0.020418,0.025066,0.385115,1750.000000
0.032540,0.023436,0.389598,1782.000000
0.045704,0.023299,0.394286,1816.000000
0.059749,0.023048,0.397912,1846.000000
0.072817,0.023345,0.399571,1878.000000
0.086146,0.024577,0.400690,1910.000000
0.096316,0.025996,0.401287,1942.000000
0.106697,0.030247,0.401289,1974.000000
0.115686,0.033550,0.400850,2006.000000
0.123673,0.038222,0.397908,2038.000000
0.129784,0.041967,0.389126,2070.000000
0.134102,0.045661,0.380847,2103.000000
0.136576,0.049125,0.370116,2152.000000
0.137252,0.052956,0.361266,2183.000000
0.137169,0.056563,0.350266,2216.000000
0.135509,0.058691,0.340889,2248.000000
0.129671,0.060781,0.327475,2280.000000
0.121005,0.062852,0.316608,2312.000000
0.110696,0.064937,0.293949,2344.000000
0.097345,0.066560,0.284377,2376.000000
0.083985,0.067810,0.272983,2408.000000
0.068778,0.068357,0.265141,2440.000000
0.052708,0.068645,0.259816,2471.000000
0.036714,0.068499,0.256225,2503.000000
0.020841,0.068355,0.253496,2553.000000
0.006156,0.068165,0.252045,2583.000000
-0.007262,0.067047,0.251305,2616.000000
-0.019811,0.065182,0.251056,2646.000000
-0.030478,0.061671,0.251343,2679.000000
-0.039014,0.060117,0.254103,2712.000000
-0.044814,0.057851,0.259422,2743.000000
-0.049409,0.055618,0.268377,2774.000000
-0.051682,0.052313,0.276437,2807.000000
-0.052523,0.049345,0.284511,2838.000000
-0.052467,0.046703,0.297094,2871.000000
-0.051823,0.044582,0.306391,2903.000000
-0.048225,0.042081,0.319682,2951.000000
-0.042807,0.041059,0.327144,2983.000000
-0.038298,0.038114,0.335253,3014.000000
-0.032821,0.035536,0.340797,3046.000000
-0.027666,0.035395,0.345108,3078.000000
-0.024065,0.034886,0.349874,3111.000000
-0.020746,0.033754,0.352518,3142.000000
-0.018016,0.031489,0.354750,3176.000000
-0.015641,0.031850,0.356371,3208.000000
-0.014132,0.031866,0.357596,3240.000000
-0.012448,0.031700,0.358487,3273.000000
-0.011718,0.031663,0.359244,3317.000000
