<x>,<y>,<z>,<t>
-0.006170,0.127920,0.404293,31.000000
-0.007598,0.126702,0.399356,60.000000
-0.008518,0.126236,0.395212,94.000000
-0.009485,0.125888,0.391590,125.000000
-0.011509,0.125478,0.388604,159.000000
-0.014518,0.125346,0.386337,191.000000
-0.018729,0.123171,0.384792,221.000000
-0.023681,0.121233,0.383834,270.000000
-0.029221,0.119024,0.383218,302.000000
-0.035852,0.113633,0.382833,332.000000
-0.041067,0.109576,0.382577,364.000000
-0.046366,0.102328,0.382409,397.000000
-0.049828,0.092280,0.382290,430.000000
-0.052123,0.083747,0.382198,461.000000
-0.053433,0.077643,0.382111,492.000000
-0.053721,0.068827,0.381929,527.000000
-0.052651,0.059701,0.381487,557.000000
-0.047757,0.054088,0.380333,591.000000
-0.039540,0.048032,0.377882,621.000000
-0.028851,0.043415,0.374592,669.000000
-0.017750,0.041922,0.370331,704.000000
-0.006876,0.040902,0.366810,736.000000
0.004735,0.040904,0.364263,767.000000
0.015598,0.042518,0.362551,801.000000
0.026394,0.045687,0.361624,829.000000
0.034199,0.054802,0.361096,864.000000
0.040444,0.061936,0.360957,892.000000
0.044797,0.071291,0.361216,924.000000
0.046603,0.078360,0.363446,956.000000
0.046966,0.088928,0.367200,990.000000
0.046082,0.095831,0.373491,1021.000000
0.042757,0.101452,0.381035,1068.000000
0.037215,0.108109,0.388106,1100.000000
0.030166,0.112017,0.393689,1134.000000
0.021894,0.117324,0.398000,1164.000000
0.015360,0.119477,0.402087,1198.000000
0.008029,0.121548,0.404806,1227.000000
0.002177,0.121491,0.407965,1262.000000
-0.002624,0.121609,0.409790,1295.000000
-0.005112,0.120492,0.411471,1324.000000
-0.007152,0.120075,0.412712,1357.000000
-0.008075,0.120039,0.413626,1391.000000
-0.008075,0.118461,0.414293,1422.000000
-0.007629,0.118362,0.414884,1471.000000
-0.005788,0.113262,0.415705,1502.000000
-0.002617,0.106233,0.417895,1535.000000
-0.000495,0.103268,0.422606,1566.000000
0.002651,0.101449,0.433146,1596.000000
0.006504,0.096645,0.444261,1628.000000
0.009585,0.090008,0.455044,1662.000000
0.013586,0.083961,0.464302,1692.000000
0.016734,0.079704,0.474256,1724.000000
0.019880,0.078045,0.488045,1757.000000
0.023424,0.072513,0.495859,1789.000000
0.026413,0.066472,0.503202,1820.000000
0.029599,0.063059,0.510950,1868.000000
0.031308,0.060141,0.517363,1900.000000
0.032226,0.059739,0.523446,1935.000000
0.032618,0.059459,0.528358,1966.000000
0.033141,0.056832,0.531569,1997.000000
0.032750,0.057785,0.535021,2028.000000
0.031196,0.058301,0.537995,2062.000000
0.029001,0.057782,0.539656,2094.000000
0.022316,0.058534,0.540502,2125.000000
0.015638,0.057059,0.540568,2156.000000
0.008800,0.055070,0.537548,2190.000000
0.003016,0.053795,0.527963,2236.000000
-0.000871,0.048811,0.515381,2269.000000
-0.002939,0.042343,0.505742,2301.000000
-0.004398,0.034993,0.494559,2334.000000
-0.004127,0.026588,0.482569,2365.000000
-0.000440,0.018297,0.469363,2397.000000
0.008018,0.005106,0.457933,2429.000000
0.018638,-0.001662,0.450224,2465.000000
0.030894,-0.005790,0.443184,2493.000000
0.043103,-0.009398,0.438339,2525.000000
0.054990,-0.010180,0.435666,2558.000000
0.065131,-0.010430,0.434323,2591.000000
0.072951,-0.010144,0.433630,2639.000000
0.078515,-0.005857,0.433474,2669.000000
0.082178,0.001908,0.433903,2702.000000
0.082524,0.012672,0.436634,2732.000000
0.081752,0.020718,0.442718,2768.000000
0.077301,0.029682,0.452246,2796.000000
0.069665,0.034125,0.459291,2828.000000
0.060375,0.041928,0.467591,2860.000000
0.051453,0.046944,0.472918,2893.000000
0.042061,0.049873,0.477698,2924.000000
0.032918,0.053579,0.481577,2957.000000
0.025532,0.055097,0.484867,2988.000000
0.018402,0.057480,0.487714,3039.000000
0.014218,0.058055,0.490153,3071.000000
0.010842,0.060217,0.492423,3100.000000
0.009037,0.060230,0.494087,3132.000000
