<x>,<y>,<z>,<t>
0.034898,-0.011685,0.251408,22.000000
0.035334,-0.011624,0.251490,55.000000
0.035954,-0.011638,0.251560,102.000000
0.036695,-0.011538,0.251618,134.000000
0.037749,-0.011445,0.251666,165.000000
0.038865,-0.010537,0.251706,199.000000
0.040343,-0.007948,0.251740,231.000000
0.042773,-0.005310,0.251779,262.000000
0.045460,0.001281,0.251826,292.000000
0.048238,0.009433,0.251885,325.000000
0.052767,0.015240,0.252014,358.000000
0.055888,0.023213,0.252322,388.000000
0.059090,0.032439,0.252816,420.000000
0.062929,0.038864,0.253535,455.000000
0.066288,0.045641,0.254666,500.000000
0.070279,0.053662,0.255837,532.000000
0.073247,0.061564,0.257055,565.000000
0.076602,0.066074,0.258302,596.000000
0.079451,0.070567,0.259747,631.000000
0.082225,0.074777,0.261075,662.000000
0.084087,0.080447,0.262312,692.000000
0.085662,0.084125,0.263373,723.000000
0.086922,0.087021,0.264412,757.000000
0.088144,0.088546,0.265511,787.000000
0.089117,0.090467,0.266578,822.000000
0.090045,0.091235,0.267778,854.000000
0.090854,0.091954,0.268882,900.000000
0.092251,0.092165,0.269894,931.000000
0.092918,0.092398,0.270745,965.000000
0.094290,0.092397,0.271496,996.000000
0.095930,0.090825,0.272207,1030.000000
0.097157,0.090351,0.272786,1062.000000
0.098716,0.089190,0.273246,1091.000000
0.101129,0.084839,0.273677,1126.000000
0.104290,0.080019,0.274024,1157.000000
0.106206,0.075757,0.274307,1188.000000
0.109449,0.070300,0.274521,1222.000000
0.112886,0.064667,0.274682,1254.000000
0.117041,0.056994,0.274801,1300.000000
0.120605,0.050877,0.274888,1334.000000
0.124476,0.044585,0.274926,1365.000000
0.128984,0.037822,0.274934,1396.000000
0.133197,0.031041,0.274926,1430.000000
0.136587,0.024806,0.274894,1463.000000
0.139540,0.017945,0.274850,1492.000000
0.142215,0.012458,0.274781,1524.000000
0.143813,0.006872,0.274712,1557.000000
0.145782,0.001365,0.274650,1588.000000
0.146605,0.001388,0.274485,1623.000000
0.147400,-0.000201,0.274264,1653.000000
0.148156,-0.005820,0.274003,1699.000000
0.149254,-0.011274,0.273739,1731.000000
0.150309,-0.016396,0.273517,1764.000000
0.151421,-0.018371,0.273288,1795.000000
0.151681,-0.019051,0.273001,1829.000000
0.152128,-0.020757,0.272699,1861.000000
0.152311,-0.022146,0.272462,1890.000000
0.152275,-0.022076,0.272271,1925.000000
0.151360,-0.020472,0.272126,1956.000000
0.150221,-0.019311,0.272013,1988.000000
0.149613,-0.020607,0.271968,2023.000000
0.147948,-0.020744,0.271960,2072.000000
0.145235,-0.020256,0.271954,2101.000000
0.139524,-0.019515,0.271948,2134.000000
0.131691,-0.018984,0.271947,2166.000000
0.124153,-0.018252,0.271947,2197.000000
0.116633,-0.017386,0.271948,2232.000000
0.109216,-0.017270,0.271948,2263.000000
0.101196,-0.017198,0.271950,2293.000000
0.092991,-0.016697,0.271953,2325.000000
0.084848,-0.016658,0.271957,2358.000000
0.078780,-0.016897,0.271962,2390.000000
0.070691,-0.016903,0.271966,2421.000000
0.063926,-0.017072,0.271970,2472.000000
0.057533,-0.017777,0.271973,2502.000000
0.050783,-0.017983,0.271976,2533.000000
0.044557,-0.018141,0.271977,2566.000000
0.039287,-0.018620,0.271978,2597.000000
0.034688,-0.019172,0.271979,2630.000000
0.031116,-0.019898,0.271979,2661.000000
0.028842,-0.019862,0.271971,2693.000000
0.026855,-0.020436,0.271956,2726.000000
0.025944,-0.020350,0.271912,2760.000000
0.025676,-0.020352,0.271815,2789.000000
0.025863,-0.020254,0.271627,2822.000000
0.026892,-0.020176,0.271380,2870.000000
0.029010,-0.020314,0.271086,2902.000000
0.031603,-0.020528,0.270782,2933.000000
0.034098,-0.020394,0.270486,2968.000000
0.036706,-0.020435,0.270255,3000.000000
0.041029,-0.021583,0.270089,3032.000000
0.045273,-0.023345,0.269987,3061.000000
0.049443,-0.025421,0.269986,3095.000000
0.053751,-0.027641,0.270228,3126.000000
0.058121,-0.029708,0.271279,3157.000000
0.062740,-0.032751,0.273627,3192.000000
0.068138,-0.035684,0.276963,3223.000000
0.072969,-0.038955,0.280332,3273.000000
0.077894,-0.043098,0.283602,3303.000000
0.082587,-0.045742,0.287737,3334.000000
0.086614,-0.049855,0.291788,3366.000000
0.090840,-0.053009,0.295730,3399.000000
0.094353,-0.056497,0.299431,3431.000000
0.098497,-0.060956,0.302887,3461.000000
0.101801,-0.062870,0.306419,3493.000000
0.105231,-0.065348,0.310018,3526.000000
0.108525,-0.067695,0.313474,3556.000000
