<x>,<y>,<z>,<t>
-0.050912,0.025134,0.394838,30.000000
-0.051338,0.025208,0.389987,62.000000
-0.051628,0.025074,0.385662,94.000000
-0.051801,0.024716,0.382398,126.000000
-0.051850,0.024589,0.379601,159.000000
-0.051468,0.025266,0.377512,190.000000
-0.050530,0.026694,0.375849,223.000000
-0.049044,0.029716,0.374699,270.000000
-0.046523,0.034896,0.373830,303.000000
-0.042543,0.041911,0.373312,334.000000
-0.036048,0.048829,0.372987,367.000000
-0.028125,0.054533,0.372872,400.000000
-0.020031,0.061961,0.373065,434.000000
-0.009299,0.069421,0.375006,462.000000
0.001951,0.073122,0.378054,495.000000
0.012993,0.077536,0.381332,527.000000
0.026337,0.081425,0.384611,559.000000
0.037004,0.081151,0.386881,591.000000
0.048937,0.081198,0.388375,623.000000
0.057799,0.079015,0.389187,670.000000
0.065596,0.071344,0.389605,702.000000
0.071327,0.060130,0.389503,733.000000
0.075998,0.042930,0.387496,768.000000
0.079460,0.032601,0.382181,799.000000
0.079968,0.011059,0.372633,831.000000
0.079932,-0.003748,0.361262,864.000000
0.077953,-0.018264,0.351185,897.000000
0.071661,-0.033675,0.340774,929.000000
0.061324,-0.046335,0.332584,962.000000
0.050474,-0.055553,0.325342,993.000000
0.037259,-0.061652,0.319241,1041.000000
0.023718,-0.065030,0.314088,1073.000000
0.009995,-0.065409,0.310812,1105.000000
-0.003200,-0.063643,0.308307,1137.000000
-0.014270,-0.061490,0.306915,1168.000000
-0.025547,-0.053267,0.306096,1201.000000
-0.032860,-0.045009,0.305608,1233.000000
-0.039771,-0.035157,0.305313,1264.000000
-0.042503,-0.026631,0.305183,1297.000000
-0.044593,-0.019661,0.305335,1328.000000
-0.046147,-0.010710,0.307759,1360.000000
-0.046611,0.000253,0.312757,1392.000000
-0.046854,0.007226,0.320883,1440.000000
-0.046731,0.014674,0.328083,1473.000000
-0.046333,0.021110,0.335084,1504.000000
-0.045469,0.023978,0.340595,1535.000000
-0.043703,0.025822,0.346461,1567.000000
-0.041365,0.026073,0.352130,1599.000000
-0.038746,0.025808,0.358103,1631.000000
-0.036232,0.024617,0.366762,1663.000000
-0.033076,0.021334,0.375217,1696.000000
-0.030188,0.016825,0.384761,1727.000000
-0.027111,0.014711,0.397810,1761.000000
-0.023608,0.011326,0.409174,1791.000000
-0.020429,0.009200,0.421505,1839.000000
-0.017759,0.003823,0.431774,1870.000000
-0.013231,0.001989,0.445139,1901.000000
-0.009659,0.001038,0.455553,1933.000000
-0.007168,-0.002629,0.463128,1965.000000
-0.003825,-0.003777,0.474148,1998.000000
-0.001446,-0.008356,0.480555,2030.000000
0.001008,-0.010084,0.486475,2062.000000
0.002529,-0.011979,0.490808,2094.000000
0.003230,-0.013309,0.495056,2126.000000
0.003667,-0.015518,0.498210,2157.000000
0.003804,-0.016879,0.500754,2190.000000
0.003825,-0.017958,0.502709,2239.000000
0.003823,-0.017824,0.504927,2270.000000
0.003158,-0.017981,0.506700,2302.000000
