<x>,<y>,<z>,<t>
-0.012439,0.078959,0.353347,14.000000
-0.012193,0.078759,0.353187,47.000000
-0.012088,0.078159,0.353028,77.000000
-0.011906,0.077290,0.352876,109.000000
-0.011560,0.076406,0.352723,142.000000
-0.011355,0.077148,0.352593,193.000000
-0.011072,0.077359,0.352477,222.000000
-0.010893,0.078834,0.352373,254.000000
-0.010893,0.079139,0.352291,285.000000
-0.011677,0.080035,0.352225,318.000000
-0.014474,0.082113,0.352226,349.000000
-0.019573,0.082641,0.353276,380.000000
-0.024383,0.081388,0.355748,413.000000
-0.030687,0.078948,0.359634,447.000000
-0.037547,0.075497,0.364019,481.000000
-0.044286,0.072307,0.367241,509.000000
-0.050791,0.067491,0.369828,543.000000
-0.057338,0.061315,0.371936,589.000000
-0.063241,0.056067,0.373778,621.000000
-0.068783,0.049143,0.375273,656.000000
-0.073082,0.041558,0.376345,687.000000
-0.077473,0.033895,0.376950,716.000000
-0.080328,0.022398,0.377325,749.000000
-0.082203,0.013122,0.377541,781.000000
-0.083291,0.003685,0.377559,812.000000
-0.083655,-0.008845,0.377212,845.000000
-0.083359,-0.021618,0.375865,878.000000
-0.081885,-0.031618,0.373353,911.000000
-0.077622,-0.039122,0.370310,957.000000
-0.071508,-0.046932,0.366694,989.000000
-0.064315,-0.053257,0.362527,1025.000000
-0.057810,-0.058550,0.359090,1052.000000
-0.051353,-0.061906,0.355521,1084.000000
-0.043512,-0.063016,0.352353,1119.000000
-0.037279,-0.064254,0.350079,1149.000000
-0.030741,-0.064124,0.348301,1181.000000
-0.024973,-0.063239,0.347175,1213.000000
-0.019488,-0.061728,0.346451,1246.000000
-0.014938,-0.057897,0.345980,1278.000000
-0.011600,-0.056020,0.345667,1310.000000
-0.009535,-0.052959,0.345468,1358.000000
-0.008507,-0.051841,0.345323,1389.000000
-0.008452,-0.050646,0.345222,1422.000000
-0.008440,-0.049884,0.345143,1454.000000
-0.008440,-0.049389,0.345081,1485.000000
-0.008503,-0.048963,0.345034,1517.000000
-0.008584,-0.048826,0.344995,1550.000000
-0.008671,-0.048468,0.344973,1581.000000
-0.008709,-0.048343,0.344956,1612.000000
-0.008722,-0.048338,0.344941,1647.000000
-0.008864,-0.048391,0.344930,1677.000000
-0.009009,-0.048210,0.344920,1711.000000
-0.009021,-0.048346,0.344911,1757.000000
-0.008905,-0.048836,0.344904,1790.000000
-0.008770,-0.049120,0.344897,1822.000000
-0.008632,-0.049254,0.344891,1852.000000
-0.008594,-0.049239,0.344886,1886.000000
-0.008325,-0.049353,0.344883,1917.000000
-0.008205,-0.049929,0.344881,1949.000000
-0.007837,-0.049380,0.344880,1983.000000
-0.007600,-0.048971,0.344880,2014.000000
-0.007495,-0.049385,0.344881,2046.000000
-0.007170,-0.050538,0.344884,2077.000000
-0.006911,-0.051139,0.344889,2109.000000
-0.006895,-0.051162,0.344895,2159.000000
-0.006720,-0.051199,0.344907,2189.000000
-0.006717,-0.051576,0.344940,2221.000000
-0.006708,-0.052605,0.345023,2255.000000
-0.006430,-0.054675,0.345474,2285.000000
-0.006249,-0.055139,0.346695,2316.000000
-0.005569,-0.058448,0.349031,2348.000000
-0.004556,-0.060942,0.352894,2381.000000
-0.003140,-0.065876,0.359075,2413.000000
-0.001800,-0.066881,0.365124,2445.000000
-0.000235,-0.069879,0.376644,2480.000000
0.001030,-0.072317,0.383066,2509.000000
0.003649,-0.072913,0.390565,2557.000000
0.006282,-0.072911,0.402168,2589.000000
0.009774,-0.072214,0.417572,2621.000000
0.012195,-0.069001,0.424799,2652.000000
0.014744,-0.062735,0.434348,2684.000000
0.018450,-0.056575,0.440390,2717.000000
0.021221,-0.047602,0.446358,2748.000000
0.024331,-0.038200,0.453843,2780.000000
0.026832,-0.029036,0.458953,2813.000000
0.028536,-0.016064,0.465489,2844.000000
0.030049,-0.002789,0.470227,2875.000000
0.030455,0.013505,0.475952,2927.000000
0.030755,0.028015,0.481209,2956.000000
0.030882,0.042486,0.485079,2987.000000
0.030407,0.061040,0.488409,3020.000000
0.028847,0.073537,0.490644,3052.000000
0.026321,0.080945,0.491701,3084.000000
0.021143,0.094899,0.492283,3117.000000
0.016526,0.100548,0.492432,3147.000000
0.011881,0.102722,0.490941,3180.000000
0.007279,0.105364,0.482978,3211.000000
0.000792,0.114388,0.474459,3247.000000
-0.003965,0.115681,0.462924,3276.000000
-0.009068,0.118316,0.455808,3325.000000
-0.012918,0.116918,0.446243,3357.000000
-0.017388,0.116295,0.440557,3389.000000
-0.019532,0.112979,0.435547,3422.000000
-0.022218,0.111103,0.431329,3455.000000
-0.024456,0.108511,0.427575,3484.000000
-0.025601,0.106218,0.423777,3516.000000
-0.026663,0.103396,0.420241,3548.000000
-0.027364,0.102264,0.417336,3582.000000
-0.027749,0.100591,0.414579,3612.000000
-0.027941,0.098846,0.412002,3644.000000
-0.027974,0.097592,0.409774,3676.000000
