<x>,<y>,<z>,<t>
0.029623,0.006067,0.477975,0.000000
0.029626,0.006049,0.475519,32.000000
0.029996,0.005915,0.473169,64.000000
0.030121,0.005920,0.471305,95.000000
0.030140,0.005674,0.469906,127.000000
0.030367,0.005303,0.468588,160.000000
0.030571,0.005503,0.467596,192.000000
0.031432,0.004384,0.466670,226.000000
0.031476,0.005596,0.465970,255.000000
0.033681,0.002054,0.465090,290.000000
0.037069,-0.000665,0.464092,339.000000
0.039382,-0.004263,0.463172,367.000000
0.041690,-0.009715,0.462060,400.000000
0.045443,-0.012126,0.460342,432.000000
0.047430,-0.014732,0.458594,464.000000
0.049880,-0.017992,0.456905,496.000000
0.052150,-0.021052,0.455125,527.000000
0.057261,-0.026706,0.453495,559.000000
0.061383,-0.028804,0.451472,591.000000
0.066732,-0.032110,0.449267,623.000000
0.072218,-0.032409,0.446870,655.000000
0.077191,-0.034193,0.444273,688.000000
0.081881,-0.034192,0.441854,736.000000
0.087735,-0.034194,0.439513,768.000000
0.092797,-0.034821,0.437810,799.000000
0.097355,-0.035232,0.436208,833.000000
0.102842,-0.033762,0.434446,864.000000
0.107264,-0.030584,0.433009,895.000000
0.111500,-0.028642,0.431930,928.000000
0.114219,-0.016853,0.431276,961.000000
0.120696,-0.016884,0.430764,992.000000
0.125042,-0.015671,0.430437,1024.000000
0.127614,-0.004094,0.430205,1056.000000
0.130988,-0.003188,0.430034,1105.000000
0.133413,-0.000595,0.429898,1136.000000
0.134823,0.002172,0.429795,1168.000000
0.136179,0.008880,0.429719,1199.000000
0.136302,0.010993,0.429666,1232.000000
0.135742,0.016472,0.429659,1264.000000
0.134916,0.026472,0.430018,1295.000000
0.133478,0.028494,0.430521,1327.000000
0.129624,0.037779,0.432236,1359.000000
0.124646,0.037364,0.435298,1391.000000
0.120186,0.038516,0.437788,1424.000000
0.116368,0.042988,0.439610,1455.000000
0.111259,0.043109,0.441089,1503.000000
0.105533,0.046697,0.442865,1535.000000
0.102031,0.052990,0.444201,1567.000000
0.096937,0.054907,0.445446,1600.000000
0.090088,0.064871,0.447507,1632.000000
0.089176,0.061932,0.448853,1663.000000
0.086539,0.062681,0.449833,1695.000000
0.083444,0.062216,0.450590,1725.000000
0.080216,0.060620,0.451348,1759.000000
0.076219,0.056223,0.452000,1792.000000
0.072967,0.055547,0.452705,1824.000000
0.068129,0.053403,0.453490,1856.000000
0.065810,0.051216,0.454130,1903.000000
0.062861,0.050300,0.454721,1935.000000
0.059846,0.048640,0.455264,1968.000000
0.056736,0.044790,0.455718,2000.000000
0.054657,0.044598,0.456114,2031.000000
0.052216,0.041825,0.456419,2062.000000
0.050412,0.039585,0.456650,2094.000000
0.048494,0.037975,0.456836,2127.000000
0.047226,0.034303,0.456980,2159.000000
0.046375,0.029132,0.457089,2191.000000
0.046113,0.028617,0.457167,2223.000000
0.045823,0.023500,0.457222,2256.000000
0.045687,0.020153,0.457252,2304.000000
0.045597,0.015894,0.457259,2338.000000
0.045521,0.011319,0.457258,2367.000000
0.045539,0.007834,0.457200,2401.000000
0.045725,0.005167,0.457076,2430.000000
0.046084,0.002440,0.456909,2463.000000
0.046443,0.000300,0.456671,2497.000000
0.046933,-0.002409,0.456372,2528.000000
0.047645,-0.004211,0.455996,2560.000000
0.048223,-0.005457,0.455686,2591.000000
0.049009,-0.006021,0.455436,2622.000000
0.049619,-0.005897,0.455254,2655.000000
0.051466,-0.006315,0.455115,2703.000000
0.053394,-0.005897,0.455022,2735.000000
0.053400,0.001160,0.455332,2767.000000
0.056187,-0.000434,0.456482,2800.000000
0.060060,-0.000766,0.459197,2832.000000
0.061901,-0.000731,0.465326,2863.000000
0.066128,-0.000643,0.470155,2895.000000
0.069573,-0.002766,0.475918,2926.000000
0.071965,-0.002818,0.482713,2959.000000
0.074315,-0.005377,0.490374,2991.000000
0.075264,-0.005914,0.496821,3023.000000
0.077211,-0.011098,0.502470,3071.000000
0.078742,-0.013195,0.508012,3104.000000
0.079965,-0.014734,0.513143,3135.000000
0.080926,-0.016810,0.518570,3167.000000
0.082322,-0.018798,0.523808,3198.000000
0.083468,-0.020886,0.529127,3231.000000
0.084434,-0.021895,0.533983,3263.000000
0.085557,-0.021946,0.537592,3295.000000
0.086067,-0.022022,0.540034,3327.000000
0.086167,-0.022221,0.541956,3358.000000
0.086468,-0.022361,0.543457,3391.000000
0.086760,-0.022298,0.544671,3422.000000
0.086872,-0.021978,0.545722,3471.000000
0.086915,-0.021886,0.546669,3503.000000
