<x>,<y>,<z>,<t>
0.030692,-0.005359,0.271653,0.000000
0.030468,-0.005236,0.271365,32.000000
0.030432,-0.005599,0.271121,65.000000
0.030365,-0.005667,0.270900,97.000000
0.030235,-0.005182,0.270688,129.000000
0.030124,-0.005042,0.270485,161.000000
0.030073,-0.004149,0.270254,192.000000
0.029995,-0.004282,0.270046,225.000000
0.029995,-0.004093,0.269854,256.000000
0.029981,-0.004115,0.269684,289.000000
0.029972,-0.003887,0.269534,336.000000
0.029436,-0.002377,0.269387,368.000000
0.028810,-0.002150,0.269264,400.000000
0.027315,0.001029,0.269157,431.000000
0.025715,0.002854,0.269067,464.000000
0.023396,0.004294,0.268994,497.000000
0.021151,0.004877,0.268934,529.000000
0.018507,0.006445,0.268885,560.000000
0.015709,0.007132,0.268845,592.000000
0.011464,0.010864,0.268810,624.000000
0.008969,0.011081,0.268781,655.000000
0.005113,0.012102,0.268757,688.000000
0.001582,0.012439,0.268737,736.000000
-0.002319,0.012811,0.268720,768.000000
-0.006540,0.013086,0.268706,800.000000
-0.009633,0.013090,0.268697,832.000000
-0.013055,0.013067,0.268690,864.000000
-0.016297,0.013015,0.268685,896.000000
-0.018723,0.011290,0.268683,928.000000
-0.021730,0.009589,0.268683,961.000000
-0.024050,0.007817,0.268682,991.000000
-0.026270,0.004207,0.268684,1024.000000
-0.028288,0.001912,0.268689,1056.000000
-0.029808,-0.001801,0.268704,1105.000000
-0.032248,-0.003916,0.268728,1136.000000
-0.033848,-0.007083,0.268763,1167.000000
-0.035235,-0.011055,0.268821,1200.000000
-0.036594,-0.013372,0.268890,1232.000000
-0.037053,-0.017753,0.269000,1264.000000
-0.037199,-0.023482,0.269175,1296.000000
-0.037659,-0.025806,0.269382,1328.000000
-0.037666,-0.030893,0.269671,1362.000000
-0.037347,-0.035942,0.270161,1392.000000
-0.036559,-0.038730,0.270731,1424.000000
-0.035321,-0.041442,0.271225,1454.000000
-0.033233,-0.045039,0.271743,1503.000000
-0.030638,-0.048443,0.272295,1536.000000
-0.027442,-0.051940,0.272872,1569.000000
-0.024113,-0.054469,0.273462,1599.000000
-0.020411,-0.057520,0.273980,1632.000000
-0.016210,-0.059367,0.274403,1665.000000
-0.011835,-0.062904,0.274828,1696.000000
-0.008816,-0.064228,0.275197,1727.000000
-0.005231,-0.065084,0.275492,1761.000000
-0.001506,-0.066116,0.275710,1791.000000
0.001250,-0.067092,0.275869,1823.000000
0.005633,-0.068424,0.275989,1855.000000
0.010256,-0.070327,0.276089,1903.000000
0.013181,-0.070524,0.276174,1935.000000
0.016864,-0.070742,0.276247,1968.000000
0.020239,-0.069707,0.276304,2002.000000
0.023429,-0.068393,0.276347,2032.000000
0.026150,-0.067498,0.276375,2063.000000
0.027425,-0.064018,0.276370,2096.000000
0.028703,-0.062606,0.276327,2127.000000
0.029932,-0.062492,0.276251,2159.000000
0.030678,-0.059109,0.275916,2192.000000
0.031440,-0.058573,0.275427,2223.000000
0.031608,-0.057152,0.274707,2255.000000
0.031769,-0.056003,0.273805,2303.000000
0.032589,-0.058081,0.273173,2334.000000
0.032439,-0.056626,0.272433,2368.000000
0.032563,-0.056624,0.271791,2400.000000
0.032669,-0.056759,0.271280,2432.000000
0.032760,-0.057072,0.270880,2464.000000
0.032534,-0.057176,0.270549,2496.000000
0.032539,-0.059416,0.270318,2528.000000
0.032507,-0.060502,0.270152,2560.000000
0.032500,-0.060542,0.270031,2591.000000
0.032860,-0.062596,0.270019,2624.000000
0.032891,-0.064686,0.270215,2655.000000
0.032902,-0.064822,0.270779,2704.000000
0.033319,-0.067221,0.272629,2736.000000
0.033749,-0.067706,0.274903,2769.000000
0.034032,-0.069249,0.277988,2799.000000
0.034674,-0.072602,0.282254,2833.000000
0.035816,-0.075174,0.286719,2863.000000
0.036415,-0.075607,0.290571,2895.000000
0.036409,-0.073084,0.293537,2927.000000
0.036932,-0.073413,0.298160,2960.000000
0.038070,-0.073868,0.303636,2991.000000
0.038891,-0.071762,0.307270,3023.000000
0.040503,-0.071433,0.311580,3070.000000
0.040850,-0.069841,0.315036,3102.000000
0.041172,-0.066562,0.318416,3134.000000
0.041481,-0.063579,0.321220,3167.000000
0.041732,-0.059095,0.323802,3199.000000
0.041924,-0.054408,0.325839,3231.000000
0.042247,-0.049633,0.327607,3264.000000
0.042329,-0.041862,0.328745,3296.000000
0.042315,-0.039286,0.329644,3328.000000
0.042282,-0.035310,0.330382,3359.000000
0.042281,-0.031619,0.330912,3392.000000
0.042037,-0.022827,0.331268,3424.000000
0.041958,-0.021292,0.331516,3472.000000
0.040987,-0.013143,0.331687,3504.000000
0.040641,-0.011591,0.331798,3536.000000
0.039953,-0.005485,0.331809,3568.000000
0.038151,-0.001245,0.331699,3600.000000
0.037553,0.000459,0.331107,3633.000000
0.035954,0.001715,0.329693,3665.000000
0.034192,0.005406,0.326178,3697.000000
0.032318,0.009572,0.321079,3729.000000
0.031321,0.009498,0.315761,3761.000000
0.029559,0.009369,0.310201,3793.000000
0.029115,0.008917,0.304495,3825.000000
0.028105,0.008762,0.298793,3873.000000
0.026917,0.007999,0.293630,3905.000000
0.026417,0.007093,0.289063,3937.000000
0.026162,0.005938,0.285153,3969.000000
0.025818,0.005690,0.281580,4001.000000
0.025515,0.003851,0.278829,4033.000000
0.025184,0.002596,0.276569,4066.000000
0.025198,0.001306,0.274741,4096.000000
