<x>,<y>,<z>,<t>
0.042471,0.046131,0.292081,5.000000
0.042458,0.046796,0.292555,37.000000
0.042471,0.047201,0.293034,69.000000
0.042608,0.047900,0.293508,102.000000
0.042978,0.047972,0.293904,133.000000
0.044106,0.048541,0.294232,183.000000
0.046154,0.048793,0.294506,213.000000
0.048841,0.049063,0.294723,248.000000
0.052601,0.049047,0.294881,278.000000
0.057428,0.048942,0.294999,310.000000
0.061528,0.049143,0.295090,341.000000
0.067209,0.049132,0.295159,373.000000
0.072082,0.048878,0.295212,405.000000
0.077167,0.048292,0.295251,437.000000
0.082083,0.047822,0.295278,469.000000
0.086772,0.047303,0.295292,503.000000
0.091889,0.046141,0.295301,532.000000
0.095954,0.045752,0.295309,584.000000
0.100432,0.043574,0.295312,613.000000
0.104900,0.042947,0.295312,646.000000
0.108251,0.042641,0.295313,676.000000
0.111433,0.041414,0.295314,711.000000
0.114662,0.040922,0.295315,740.000000
0.117352,0.040012,0.295315,775.000000
0.119183,0.039475,0.295315,805.000000
0.120782,0.039469,0.295316,839.000000
0.121741,0.039115,0.295317,869.000000
0.122422,0.038943,0.295319,902.000000
0.122492,0.038527,0.295327,932.000000
0.122595,0.038246,0.295352,983.000000
0.122599,0.037880,0.295413,1013.000000
0.122449,0.037139,0.295583,1046.000000
0.122107,0.036443,0.295828,1076.000000
0.121682,0.035401,0.296250,1110.000000
0.121338,0.033845,0.296687,1140.000000
0.120772,0.027709,0.297095,1175.000000
0.120144,0.022089,0.297482,1204.000000
0.119171,0.016901,0.297828,1239.000000
0.118507,0.011318,0.298123,1269.000000
0.117856,0.006122,0.298388,1303.000000
0.117473,-0.000918,0.298585,1333.000000
0.117073,-0.007861,0.298729,1384.000000
0.116873,-0.015207,0.298814,1413.000000
0.116827,-0.019099,0.298818,1447.000000
0.116944,-0.025006,0.298755,1477.000000
0.116945,-0.028796,0.298509,1512.000000
0.117402,-0.034878,0.298038,1540.000000
0.117432,-0.035820,0.297463,1574.000000
0.117679,-0.040104,0.296824,1605.000000
0.117663,-0.040070,0.296202,1639.000000
0.117498,-0.040726,0.295607,1669.000000
0.117665,-0.043552,0.295024,1702.000000
0.116529,-0.042882,0.294599,1733.000000
0.115617,-0.043942,0.294226,1784.000000
0.113322,-0.044009,0.293907,1813.000000
0.108084,-0.040873,0.293661,1846.000000
0.104806,-0.041097,0.293419,1877.000000
0.100328,-0.041637,0.293143,1913.000000
0.091293,-0.040410,0.292881,1942.000000
0.087703,-0.041606,0.292541,1975.000000
0.082299,-0.042284,0.292109,2005.000000
0.076876,-0.042765,0.291546,2039.000000
0.071585,-0.043355,0.290820,2069.000000
0.066445,-0.044004,0.289931,2101.000000
0.060059,-0.041979,0.289152,2149.000000
0.058956,-0.043286,0.288054,2182.000000
0.057120,-0.043412,0.286992,2214.000000
0.055505,-0.043906,0.285905,2246.000000
0.054083,-0.043951,0.284781,2278.000000
0.053273,-0.044001,0.283707,2310.000000
0.052684,-0.043930,0.282668,2342.000000
0.052443,-0.043894,0.281686,2374.000000
0.052445,-0.043832,0.280803,2405.000000
0.052479,-0.043590,0.280036,2438.000000
0.052727,-0.042887,0.279385,2470.000000
0.053084,-0.042137,0.278819,2502.000000
0.053345,-0.038892,0.278393,2550.000000
0.053800,-0.036070,0.278003,2583.000000
0.053999,-0.030826,0.277700,2613.000000
0.054286,-0.025935,0.277467,2646.000000
0.054482,-0.018590,0.277294,2678.000000
0.054359,-0.013690,0.277166,2711.000000
0.054049,-0.007896,0.277092,2743.000000
0.053572,-0.002842,0.277074,2774.000000
0.052657,0.004497,0.277141,2806.000000
0.051864,0.008381,0.277540,2838.000000
0.051083,0.011804,0.278662,2870.000000
0.050112,0.016486,0.280506,2903.000000
0.048750,0.022526,0.282257,2948.000000
0.047746,0.024582,0.284327,2984.000000
0.046721,0.026765,0.286245,3013.000000
0.045787,0.029795,0.288089,3047.000000
0.044726,0.032087,0.289835,3077.000000
0.044343,0.033425,0.291248,3111.000000
0.043839,0.034517,0.292487,3142.000000
0.043492,0.036262,0.293711,3173.000000
0.043245,0.036990,0.294663,3205.000000
0.043058,0.038352,0.295570,3239.000000
0.042987,0.039306,0.296377,3269.000000
0.043061,0.040132,0.297137,3303.000000
0.043133,0.040345,0.297962,3349.000000
0.043216,0.040276,0.298851,3383.000000
0.043367,0.039756,0.299695,3414.000000
0.044148,0.039066,0.300842,3447.000000
0.045366,0.035187,0.302435,3477.000000
0.047419,0.031932,0.305658,3512.000000
0.049623,0.028180,0.312549,3544.000000
0.052132,0.022462,0.320233,3575.000000
0.054193,0.019295,0.330163,3607.000000
0.055881,0.017986,0.340815,3639.000000
0.058716,0.014668,0.350842,3670.000000
0.060916,0.011668,0.362059,3703.000000
0.063031,0.010096,0.369622,3751.000000
0.064150,0.009891,0.377275,3783.000000
0.064462,0.010083,0.383940,3815.000000
0.064996,0.010710,0.388515,3846.000000
0.065427,0.012317,0.392810,3878.000000
0.065445,0.014940,0.395749,3910.000000
0.065488,0.018297,0.398137,3943.000000
0.065482,0.021499,0.400231,3974.000000
0.065375,0.023087,0.401699,4005.000000
0.064820,0.026505,0.402947,4038.000000
