<x>,<y>,<z>,<t>
-0.113407,0.020888,0.327217,23.000000
-0.114140,0.020610,0.327233,54.000000
-0.114550,0.020203,0.327247,86.000000
-0.114902,0.020204,0.327259,119.000000
-0.114934,0.020205,0.327269,150.000000
-0.114970,0.020109,0.327277,181.000000
-0.114964,0.019553,0.327284,214.000000
-0.114953,0.019120,0.327289,246.000000
-0.115034,0.018752,0.327295,277.000000
-0.115315,0.016318,0.327305,309.000000
-0.115753,0.015153,0.327338,342.000000
-0.116958,0.013195,0.327480,373.000000
-0.117937,0.010815,0.327827,422.000000
-0.119330,0.008259,0.328437,453.000000
-0.120419,0.004969,0.329297,486.000000
-0.121969,0.001159,0.330297,517.000000
-0.123293,-0.002409,0.331519,551.000000
-0.124288,-0.008826,0.332969,582.000000
-0.125167,-0.012343,0.334276,614.000000
-0.125199,-0.018890,0.335508,645.000000
-0.125112,-0.023180,0.336478,678.000000
-0.124139,-0.027803,0.337242,709.000000
-0.122527,-0.034439,0.337855,744.000000
-0.120644,-0.040022,0.338391,773.000000
-0.117063,-0.043873,0.338850,822.000000
-0.113008,-0.049420,0.339203,853.000000
-0.109056,-0.050069,0.339446,888.000000
-0.104064,-0.054326,0.339649,918.000000
-0.098429,-0.054782,0.339817,950.000000
-0.093520,-0.054531,0.339942,982.000000
-0.088755,-0.054477,0.340050,1014.000000
-0.083641,-0.054070,0.340172,1046.000000
-0.077944,-0.051047,0.340267,1077.000000
-0.072388,-0.048294,0.340375,1112.000000
-0.066916,-0.045204,0.340542,1143.000000
-0.061477,-0.039413,0.340727,1174.000000
-0.057273,-0.034997,0.341011,1222.000000
-0.053324,-0.031031,0.341294,1255.000000
-0.050473,-0.025246,0.341721,1286.000000
-0.047482,-0.018527,0.342082,1318.000000
-0.045402,-0.013341,0.342397,1350.000000
-0.043917,-0.006018,0.342695,1382.000000
-0.043061,0.000566,0.342949,1414.000000
-0.042694,0.006512,0.343226,1446.000000
-0.042718,0.011818,0.343510,1478.000000
-0.043239,0.016703,0.343772,1509.000000
-0.044586,0.022515,0.344057,1542.000000
-0.046577,0.027187,0.344326,1574.000000
-0.049497,0.033355,0.344669,1621.000000
-0.052348,0.034386,0.345098,1653.000000
-0.055644,0.036727,0.345519,1686.000000
-0.059294,0.039583,0.346010,1718.000000
-0.063099,0.040877,0.346543,1749.000000
-0.066581,0.042346,0.347187,1781.000000
-0.070533,0.042797,0.348146,1814.000000
-0.073640,0.043311,0.349058,1848.000000
-0.076850,0.043389,0.350089,1880.000000
-0.080329,0.042910,0.351107,1912.000000
-0.083303,0.042204,0.352216,1942.000000
-0.086236,0.041783,0.353262,1991.000000
-0.088601,0.039869,0.354189,2024.000000
-0.090415,0.037941,0.355058,2056.000000
-0.091842,0.035847,0.355887,2088.000000
-0.093625,0.034381,0.356746,2119.000000
-0.095151,0.032311,0.357567,2151.000000
-0.096661,0.030171,0.358345,2184.000000
-0.097481,0.025845,0.359203,2216.000000
-0.098899,0.025246,0.359960,2247.000000
-0.099419,0.021853,0.360684,2279.000000
-0.099878,0.020445,0.361314,2313.000000
-0.100232,0.018580,0.361911,2341.000000
-0.100788,0.016399,0.362549,2389.000000
-0.101393,0.013736,0.363607,2421.000000
-0.101788,0.012264,0.364364,2455.000000
-0.101959,0.011409,0.365005,2489.000000
-0.102141,0.008984,0.365612,2518.000000
-0.102106,0.007250,0.366149,2551.000000
-0.102210,0.006476,0.366606,2582.000000
-0.102349,0.005539,0.367086,2613.000000
-0.102299,0.004051,0.367610,2648.000000
-0.102300,0.003284,0.368136,2680.000000
-0.102428,0.003379,0.368666,2711.000000
-0.102517,0.003544,0.369286,2741.000000
-0.102517,0.003991,0.369892,2789.000000
-0.102412,0.003986,0.370508,2823.000000
-0.102399,0.004908,0.371099,2855.000000
-0.102314,0.005063,0.371711,2887.000000
-0.102336,0.005440,0.372286,2918.000000
-0.102476,0.006335,0.372850,2949.000000
-0.102740,0.006689,0.373367,2982.000000
-0.103274,0.006811,0.374361,3014.000000
-0.103490,0.006682,0.375127,3045.000000
-0.103486,0.006671,0.375728,3077.000000
-0.103499,0.006973,0.376203,3109.000000
-0.102919,0.006362,0.376702,3142.000000
-0.102134,0.006256,0.377443,3190.000000
-0.101188,0.004973,0.378856,3221.000000
-0.099180,0.004398,0.382606,3254.000000
-0.096780,0.004340,0.394326,3285.000000
