<x>,<y>,<z>,<t>
0.057155,-0.001368,0.354527,0.000000
0.056410,-0.001294,0.353135,30.000000
0.055889,-0.001435,0.351821,63.000000
0.055375,-0.001318,0.350639,92.000000
0.054897,-0.001279,0.349600,125.000000
0.054621,-0.000868,0.348706,155.000000
0.054576,-0.000860,0.347874,190.000000
0.054592,-0.000446,0.347128,221.000000
0.055011,0.000172,0.346428,253.000000
0.055730,0.002431,0.345767,284.000000
0.056769,0.006683,0.345161,335.000000
0.057763,0.012051,0.344581,365.000000
0.058976,0.020485,0.344091,397.000000
0.060573,0.022821,0.343636,430.000000
0.061955,0.028187,0.343273,462.000000
0.063676,0.032505,0.342963,491.000000
0.064802,0.045710,0.342748,526.000000
0.067073,0.042467,0.342543,558.000000
0.068706,0.050375,0.342394,590.000000
0.070287,0.050918,0.342280,621.000000
0.071901,0.058324,0.342207,652.000000
0.073287,0.059509,0.342158,682.000000
0.074954,0.061822,0.342141,733.000000
0.076333,0.062745,0.342140,765.000000
0.077617,0.062462,0.342144,797.000000
0.078763,0.065575,0.342225,829.000000
0.080137,0.065100,0.342352,862.000000
0.081103,0.065096,0.342519,893.000000
0.081877,0.066493,0.342792,925.000000
0.082979,0.071522,0.343361,956.000000
0.084108,0.073535,0.344055,989.000000
0.084948,0.069922,0.344585,1020.000000
0.085748,0.070103,0.345156,1053.000000
0.086785,0.069714,0.345646,1083.000000
0.088253,0.062049,0.345979,1133.000000
0.089533,0.059046,0.346221,1164.000000
0.091097,0.055266,0.346404,1196.000000
0.092551,0.054224,0.346561,1229.000000
0.094015,0.052540,0.346696,1262.000000
0.095606,0.050410,0.346823,1294.000000
0.097928,0.047343,0.346927,1325.000000
0.100089,0.044796,0.347011,1356.000000
0.102213,0.042608,0.347080,1389.000000
0.105095,0.038503,0.347135,1421.000000
0.107653,0.035035,0.347181,1452.000000
0.110712,0.032688,0.347218,1485.000000
0.113668,0.029107,0.347247,1533.000000
0.116297,0.024464,0.347266,1565.000000
0.119186,0.020076,0.347275,1598.000000
0.121743,0.016342,0.347276,1627.000000
0.124317,0.012343,0.347256,1661.000000
0.126752,0.008806,0.347230,1694.000000
0.129122,0.006026,0.347181,1725.000000
0.131055,0.002573,0.347085,1758.000000
0.133136,0.001457,0.346969,1789.000000
0.134627,-0.000732,0.346818,1821.000000
0.135466,-0.003836,0.346629,1853.000000
0.136158,-0.005138,0.346460,1883.000000
0.136801,-0.005112,0.346295,1934.000000
0.137082,-0.005600,0.346101,1963.000000
0.136965,-0.004789,0.345913,1996.000000
0.136207,-0.004792,0.345768,2029.000000
0.134481,-0.005411,0.345589,2061.000000
0.131810,-0.005790,0.345419,2093.000000
0.128713,-0.005059,0.345271,2125.000000
0.124857,-0.004291,0.345062,2157.000000
0.120160,-0.004697,0.344730,2190.000000
0.115559,-0.004592,0.344245,2221.000000
0.110410,-0.005027,0.343695,2252.000000
0.104842,-0.005242,0.343016,2300.000000
0.099336,-0.005795,0.342236,2332.000000
0.093653,-0.005828,0.341335,2364.000000
0.088275,-0.005239,0.340352,2398.000000
0.082818,-0.005277,0.339311,2428.000000
0.077823,-0.005219,0.338139,2460.000000
0.073528,-0.005214,0.336897,2492.000000
0.069435,-0.005028,0.335605,2523.000000
0.065767,-0.004455,0.334384,2556.000000
0.062904,-0.003692,0.333174,2588.000000
0.060473,-0.003633,0.331965,2620.000000
0.058411,-0.003567,0.330838,2651.000000
0.056599,-0.003624,0.329767,2700.000000
0.055065,-0.003510,0.328767,2732.000000
0.053722,-0.003223,0.327854,2764.000000
0.052516,-0.003239,0.326957,2796.000000
0.051583,-0.003154,0.326160,2828.000000
0.050640,-0.003135,0.325424,2861.000000
0.049967,-0.003375,0.324724,2893.000000
0.049493,-0.003117,0.324082,2924.000000
0.049084,-0.003453,0.323505,2956.000000
0.048837,-0.003922,0.322996,2988.000000
0.048615,-0.004387,0.322586,3020.000000
0.048374,-0.004747,0.322284,3052.000000
0.048246,-0.006514,0.322072,3100.000000
0.048225,-0.007126,0.321925,3132.000000
0.048295,-0.009035,0.321904,3164.000000
0.048388,-0.010858,0.322193,3195.000000
0.048453,-0.011570,0.324035,3227.000000
0.048472,-0.012111,0.328129,3262.000000
0.048467,-0.014900,0.333686,3291.000000
0.048279,-0.014884,0.341054,3325.000000
0.048126,-0.018698,0.347407,3357.000000
0.047797,-0.021042,0.354319,3390.000000
0.046352,-0.020393,0.363743,3420.000000
0.045665,-0.021635,0.370510,3453.000000
0.044911,-0.025084,0.377455,3501.000000
0.043245,-0.025568,0.386645,3534.000000
0.041654,-0.025707,0.395881,3564.000000
0.040313,-0.028943,0.402698,3598.000000
0.038813,-0.030122,0.410419,3629.000000
0.036600,-0.030618,0.418992,3661.000000
0.035229,-0.030777,0.425731,3693.000000
0.034017,-0.032033,0.431400,3724.000000
0.032429,-0.034020,0.438538,3757.000000
0.031433,-0.034903,0.444433,3789.000000
0.030148,-0.034955,0.450442,3820.000000
0.029046,-0.035396,0.456029,3851.000000
0.028296,-0.035510,0.460692,3900.000000
0.027823,-0.035497,0.464481,3933.000000
0.027756,-0.034946,0.467956,3964.000000
0.027790,-0.034258,0.470551,3996.000000
0.028709,-0.033924,0.472686,4028.000000
0.030010,-0.033100,0.474863,4061.000000
0.033012,-0.032033,0.477024,4092.000000
0.037094,-0.030997,0.478911,4124.000000
0.041337,-0.028114,0.480905,4156.000000
0.046438,-0.027510,0.482394,4188.000000
0.052557,-0.027512,0.483477,4220.000000
0.057779,-0.027243,0.484624,4268.000000
0.062522,-0.027243,0.485714,4300.000000
0.067434,-0.026378,0.487245,4332.000000
0.071793,-0.026699,0.488466,4364.000000
0.076664,-0.027778,0.489739,4396.000000
0.082446,-0.028191,0.491020,4427.000000
0.086303,-0.028007,0.492970,4460.000000
0.089879,-0.027916,0.494978,4492.000000
0.093771,-0.028463,0.496705,4523.000000
0.097217,-0.029786,0.498201,4556.000000
0.100531,-0.030482,0.499622,4589.000000
0.103395,-0.030585,0.501021,4619.000000
0.105206,-0.031036,0.502183,4668.000000
0.107539,-0.031354,0.503183,4699.000000
0.109234,-0.031883,0.504143,4732.000000
0.110264,-0.032304,0.504957,4764.000000
0.111636,-0.032768,0.505710,4796.000000
0.112080,-0.032945,0.506374,4828.000000
0.112463,-0.032812,0.506965,4860.000000
0.112742,-0.032850,0.507439,4892.000000
0.112808,-0.032525,0.507852,4923.000000
0.112142,-0.032339,0.508222,4956.000000
0.111965,-0.032117,0.508530,4988.000000
0.111228,-0.031772,0.508810,5019.000000
0.110423,-0.030348,0.509035,5067.000000
0.109717,-0.029005,0.509201,5100.000000
0.109000,-0.027312,0.509324,5132.000000
0.108292,-0.025192,0.509414,5163.000000
0.107188,-0.022719,0.509431,5196.000000
0.105939,-0.021313,0.509036,5228.000000
0.103913,-0.018058,0.507492,5260.000000
0.102526,-0.016610,0.502049,5291.000000
0.100631,-0.014628,0.494076,5324.000000
0.097938,-0.013422,0.483963,5354.000000
0.096140,-0.011810,0.473173,5389.000000
0.094017,-0.009434,0.463245,5418.000000
0.092586,-0.008844,0.449864,5468.000000
0.091248,-0.006724,0.440942,5499.000000
0.090105,-0.004285,0.431357,5533.000000
0.089514,-0.004321,0.419886,5564.000000
0.088901,-0.004071,0.411158,5596.000000
0.088512,-0.003170,0.401334,5628.000000
0.088549,-0.003415,0.391347,5661.000000
0.088763,-0.003313,0.384571,5693.000000
0.089427,-0.003500,0.376601,5725.000000
0.090136,-0.002897,0.370666,5757.000000
0.091523,-0.002778,0.364881,5789.000000
0.092800,-0.002764,0.359835,5821.000000
0.094255,-0.003169,0.355014,5869.000000
