<x>,<y>,<z>,<t>
-0.024563,-0.031740,0.210113,24.000000
-0.024608,-0.031878,0.210041,56.000000
-0.024349,-0.033030,0.209950,87.000000
-0.024270,-0.032920,0.209827,120.000000
-0.023681,-0.032088,0.209679,152.000000
-0.022508,-0.031944,0.209529,184.000000
-0.020461,-0.032054,0.209406,215.000000
-0.017680,-0.030306,0.209306,248.000000
-0.014345,-0.029448,0.209228,280.000000
-0.009464,-0.026283,0.209172,312.000000
-0.005474,-0.019914,0.209138,345.000000
-0.000090,-0.010848,0.209136,392.000000
0.005366,-0.004236,0.209210,424.000000
0.010731,-0.001323,0.209670,456.000000
0.018513,0.002451,0.211072,488.000000
0.025156,0.011141,0.213382,519.000000
0.031192,0.022001,0.216332,553.000000
0.036184,0.030092,0.219316,583.000000
0.041647,0.037799,0.222506,614.000000
0.046160,0.044663,0.225450,647.000000
0.050946,0.050908,0.228661,679.000000
0.054038,0.057472,0.231365,710.000000
0.057190,0.060608,0.233993,758.000000
0.059263,0.064010,0.236490,791.000000
0.061205,0.065750,0.238582,822.000000
0.062578,0.067353,0.240466,854.000000
0.063784,0.068815,0.242196,887.000000
0.064666,0.070376,0.243529,918.000000
0.065304,0.070657,0.244697,950.000000
0.065804,0.070730,0.245693,982.000000
0.066291,0.070602,0.246562,1014.000000
0.066819,0.068980,0.247273,1046.000000
0.068022,0.063130,0.247905,1078.000000
0.069170,0.059526,0.248420,1111.000000
0.071766,0.053496,0.248788,1158.000000
0.075582,0.045384,0.249038,1192.000000
0.080871,0.035431,0.249213,1222.000000
0.085427,0.027703,0.249302,1255.000000
0.091823,0.018491,0.249314,1287.000000
0.097995,0.010236,0.249272,1321.000000
0.103940,0.000992,0.249061,1351.000000
0.109825,-0.005901,0.248724,1383.000000
0.114597,-0.009709,0.248299,1414.000000
0.118530,-0.014121,0.247704,1447.000000
0.121782,-0.019813,0.246910,1478.000000
0.124996,-0.025158,0.246031,1510.000000
0.126745,-0.025486,0.244971,1558.000000
0.127951,-0.029738,0.244243,1591.000000
0.129200,-0.030377,0.243344,1622.000000
0.129445,-0.032117,0.242552,1653.000000
0.129695,-0.032894,0.241737,1686.000000
0.129833,-0.033479,0.241004,1718.000000
0.129633,-0.034295,0.240359,1751.000000
0.129213,-0.034991,0.239822,1782.000000
0.128425,-0.035051,0.239445,1815.000000
0.125673,-0.036284,0.239131,1847.000000
0.120302,-0.036819,0.238805,1879.000000
0.113176,-0.038599,0.238552,1911.000000
0.104244,-0.040182,0.238294,1960.000000
0.092458,-0.041029,0.237958,1994.000000
0.082196,-0.042468,0.237447,2024.000000
0.069141,-0.043668,0.236677,2058.000000
0.055151,-0.044043,0.235625,2088.000000
0.042721,-0.045588,0.234422,2122.000000
0.030274,-0.043802,0.232867,2151.000000
