<x>,<y>,<z>,<t>
-0.011573,0.064236,0.261434,7.000000
-0.011208,0.065402,0.261448,41.000000
-0.010622,0.065380,0.261458,72.000000
-0.010280,0.065313,0.261466,119.000000
-0.009943,0.065307,0.261471,154.000000
-0.009890,0.065429,0.261475,183.000000
-0.009937,0.066117,0.261477,215.000000
-0.010545,0.065052,0.261479,247.000000
-0.011882,0.065757,0.261480,279.000000
-0.014426,0.065983,0.261481,313.000000
-0.018058,0.065095,0.261482,346.000000
-0.022552,0.063983,0.261483,375.000000
-0.027317,0.062087,0.261483,408.000000
-0.032923,0.059941,0.261482,440.000000
-0.038257,0.054366,0.261462,488.000000
-0.043529,0.049584,0.261338,520.000000
-0.048209,0.041561,0.260859,551.000000
-0.052510,0.034949,0.259563,584.000000
-0.056167,0.025467,0.257555,617.000000
-0.058408,0.014703,0.254684,649.000000
-0.059847,0.005964,0.251206,680.000000
-0.060697,-0.001843,0.247682,713.000000
-0.060909,-0.010680,0.244049,743.000000
-0.060730,-0.019579,0.240544,780.000000
-0.059664,-0.026815,0.237199,809.000000
-0.056665,-0.034959,0.234308,842.000000
-0.051963,-0.042907,0.231589,891.000000
-0.046284,-0.049164,0.229249,922.000000
-0.038615,-0.053204,0.227221,951.000000
-0.031209,-0.055544,0.225437,983.000000
-0.020594,-0.055675,0.223666,1015.000000
-0.012578,-0.059884,0.222595,1047.000000
-0.001745,-0.044547,0.219760,1079.000000
0.007366,-0.048346,0.218497,1111.000000
0.015633,-0.054712,0.217838,1143.000000
0.024917,-0.056137,0.217510,1175.000000
0.034577,-0.055549,0.217409,1207.000000
0.042759,-0.054225,0.217501,1242.000000
0.052289,-0.045094,0.217853,1287.000000
0.056656,-0.043699,0.219007,1320.000000
0.061774,-0.038375,0.220733,1351.000000
0.065185,-0.032516,0.222836,1383.000000
0.067688,-0.025900,0.225290,1416.000000
0.069595,-0.015773,0.227646,1449.000000
0.070460,-0.008054,0.230200,1479.000000
0.070901,0.001694,0.232559,1511.000000
0.070900,0.011557,0.234814,1543.000000
0.070507,0.020803,0.237037,1575.000000
0.068719,0.027649,0.239275,1610.000000
0.066222,0.035271,0.241395,1639.000000
0.062773,0.041241,0.243457,1687.000000
0.058758,0.049224,0.245331,1719.000000
0.053619,0.052661,0.246992,1751.000000
0.047881,0.056762,0.248530,1785.000000
0.041623,0.059332,0.250006,1815.000000
0.035885,0.062771,0.251186,1847.000000
0.029615,0.064102,0.252249,1879.000000
0.023697,0.066504,0.253106,1911.000000
0.017421,0.066609,0.253917,1946.000000
0.011967,0.068185,0.254569,1975.000000
0.006872,0.069036,0.255109,2007.000000
0.001664,0.069380,0.255558,2039.000000
-0.002684,0.069402,0.255946,2090.000000
-0.006196,0.069545,0.256283,2119.000000
-0.009194,0.070032,0.256567,2151.000000
-0.011835,0.070208,0.256810,2183.000000
-0.013464,0.069859,0.257028,2219.000000
-0.014933,0.070338,0.257215,2247.000000
-0.016149,0.070653,0.257386,2279.000000
-0.016933,0.070981,0.257548,2311.000000
-0.017249,0.070969,0.257724,2344.000000
-0.017361,0.071449,0.257914,2375.000000
-0.017009,0.070882,0.258190,2407.000000
-0.016312,0.071129,0.258680,2455.000000
-0.014219,0.070523,0.259751,2490.000000
-0.011542,0.068951,0.261493,2520.000000
