<x>,<y>,<z>,<t>
-0.079834,0.120219,0.372027,30.000000
-0.078704,0.117613,0.369693,62.000000
-0.077691,0.117109,0.367648,94.000000
-0.075800,0.117112,0.365975,125.000000
-0.072522,0.116697,0.364616,173.000000
-0.067398,0.115993,0.363344,206.000000
-0.061898,0.116327,0.362001,236.000000
-0.053650,0.116660,0.360886,269.000000
-0.043673,0.116775,0.359801,301.000000
-0.032888,0.117771,0.358980,333.000000
-0.022049,0.119888,0.358368,367.000000
-0.011900,0.120692,0.357953,397.000000
-0.003117,0.120853,0.357674,430.000000
0.002911,0.123365,0.357478,462.000000
0.007950,0.123523,0.357335,494.000000
0.011117,0.124941,0.357226,527.000000
0.013922,0.121656,0.357141,573.000000
0.015703,0.117336,0.357048,605.000000
0.017629,0.105364,0.356839,638.000000
0.019238,0.090798,0.355383,670.000000
0.020697,0.076238,0.347579,702.000000
0.022298,0.061542,0.337630,734.000000
0.023861,0.046126,0.324421,768.000000
0.026003,0.034119,0.314748,800.000000
0.027428,0.023979,0.303669,832.000000
0.028927,0.012189,0.298088,864.000000
0.029291,0.008634,0.292657,896.000000
0.029071,0.003593,0.289034,928.000000
0.026477,0.001066,0.286283,976.000000
0.019853,-0.000910,0.283994,1007.000000
0.010278,-0.003646,0.282400,1039.000000
-0.001574,-0.006320,0.281305,1073.000000
-0.015442,-0.009272,0.280635,1104.000000
-0.029641,-0.013097,0.280177,1135.000000
-0.043552,-0.016959,0.279844,1167.000000
-0.056351,-0.021630,0.279596,1199.000000
-0.067875,-0.023566,0.279370,1232.000000
-0.076459,-0.025192,0.279157,1263.000000
-0.083160,-0.025095,0.278931,1295.000000
-0.086084,-0.024644,0.278686,1327.000000
-0.087770,-0.021111,0.278428,1375.000000
-0.088931,-0.010857,0.278237,1408.000000
-0.089019,-0.004193,0.278176,1439.000000
-0.088967,0.008250,0.278546,1471.000000
-0.088937,0.023555,0.281093,1502.000000
-0.088224,0.037024,0.288158,1534.000000
-0.087588,0.049415,0.295203,1565.000000
-0.086932,0.065085,0.302465,1598.000000
-0.086129,0.073177,0.310179,1629.000000
-0.085067,0.081673,0.316240,1661.000000
-0.084022,0.089202,0.321561,1694.000000
-0.083285,0.094411,0.324996,1725.000000
-0.082378,0.097296,0.327948,1774.000000
-0.081615,0.098402,0.330328,1807.000000
-0.080520,0.098984,0.332364,1838.000000
-0.079298,0.099018,0.334019,1869.000000
-0.077524,0.098025,0.335487,1901.000000
-0.075838,0.094553,0.337124,1936.000000
-0.073761,0.091304,0.339675,1967.000000
-0.070702,0.082467,0.345584,1997.000000
-0.067296,0.077971,0.356662,2031.000000
-0.063930,0.071808,0.371737,2061.000000
-0.059732,0.065375,0.384034,2095.000000
-0.056289,0.061287,0.394788,2141.000000
-0.053186,0.057301,0.403900,2173.000000
-0.050577,0.055238,0.410424,2204.000000
-0.049396,0.053868,0.415128,2236.000000
-0.048517,0.053850,0.419443,2268.000000
-0.047969,0.057500,0.423928,2302.000000
-0.046731,0.058674,0.426919,2332.000000
-0.044074,0.059664,0.429831,2364.000000
-0.038627,0.059666,0.431416,2397.000000
-0.032043,0.060321,0.432286,2428.000000
-0.022509,0.062196,0.432815,2463.000000
-0.010999,0.064443,0.433152,2494.000000
0.002465,0.065785,0.433244,2542.000000
0.016444,0.067754,0.432894,2573.000000
0.030314,0.068044,0.431106,2607.000000
0.041664,0.068416,0.427927,2636.000000
0.048427,0.068876,0.425536,2669.000000
0.053219,0.067595,0.422776,2702.000000
0.055694,0.067467,0.420245,2733.000000
0.056582,0.067297,0.417541,2764.000000
0.056631,0.064378,0.413520,2797.000000
0.056224,0.059229,0.405735,2829.000000
0.055266,0.050443,0.395929,2863.000000
0.054307,0.037571,0.385289,2893.000000
0.053039,0.023878,0.377687,2942.000000
0.052238,0.002714,0.363086,2977.000000
0.051504,-0.016720,0.354251,3007.000000
0.051048,-0.033652,0.343163,3040.000000
0.050608,-0.045981,0.332760,3073.000000
0.050024,-0.058345,0.326576,3102.000000
0.048455,-0.063155,0.321495,3135.000000
0.044532,-0.067956,0.316739,3170.000000
0.038518,-0.068491,0.313214,3200.000000
0.028237,-0.068491,0.310449,3231.000000
0.017531,-0.068476,0.308694,3264.000000
0.004014,-0.067897,0.307629,3295.000000
-0.006296,-0.067800,0.307004,3342.000000
-0.017001,-0.066640,0.306582,3374.000000
-0.025917,-0.066667,0.306301,3405.000000
-0.032497,-0.065514,0.306104,3438.000000
-0.035915,-0.064520,0.305960,3469.000000
-0.036794,-0.062166,0.305847,3502.000000
-0.037135,-0.056699,0.305760,3534.000000
-0.036813,-0.050582,0.305713,3567.000000
-0.035594,-0.041396,0.305717,3599.000000
-0.034426,-0.031824,0.306336,3631.000000
-0.033642,-0.016824,0.308959,3663.000000
-0.033596,-0.001220,0.314847,3697.000000
-0.033993,0.013594,0.322761,3743.000000
-0.034927,0.027396,0.334212,3775.000000
-0.036053,0.040513,0.343158,3807.000000
-0.037679,0.059631,0.353381,3840.000000
-0.038566,0.062402,0.361075,3870.000000
-0.039567,0.066612,0.366997,3902.000000
-0.040454,0.067886,0.371199,3934.000000
-0.041340,0.068276,0.374389,3965.000000
-0.041678,0.067111,0.376502,3997.000000
